id,metanetx_id,name,id_kegg,name_kegg
cyst__L,MNXM319,L-Cystathionine,C02291,L-Cystathionine
cysth__L,MNXM163414,L Cystathionine,,
cystrna,MNXM155005,L-Cysteinyl-tRNA(Cys),C03125,L-Cysteinyl-tRNA(Cys)
cytP450o,MNXM66023,Oxidized flavoprotein (cytochrome P-450),C06109,Cytochrome P-450 oxidized form
cytP450r,MNXM12867,Reduced flavoprotein (cytochrome P-450),C06110,Cytochrome P-450 reduced form
cytc,MNXM18528,Cytochrome c,C00524,Cytochrome c|Cytochrome c (JAN)|Cytorest (TN)|Holocytochrome c
cytcc,MNXM48333,Cytochrome,,
cytd,MNXM338,Cytidine,C00475,Cytidine|Posilent (TN)
d12dg_BS,MNXM162834,Diglucosyl 1 2 diacylglycerol,,
d5kg,MNXM1897,2-Deoxy-5-keto-D-gluconic acid,C06892,2-Deoxy-5-keto-D-gluconic acid|2-Deoxy-D-threo-hex-5-ulosonic acid|5-Dehydro-2-deoxy-D-gluconate|DKH
d5kgp,MNXM1806,2-Deoxy-5-keto-D-gluconic acid 6-phosphate,C06893,2-Deoxy-5-keto-D-gluconic acid 6-phosphate|6-Phospho-5-dehydro-2-deoxy-D-gluconate|DKHP
dad_2,MNXM625,Deoxyadenosine,C00559,2'-Deoxyadenosine|Deoxyadenosine
dad_5,MNXM316,5'-Deoxyadenosine,C05198,5'-Deoxyadenosine
dadp,MNXM374,DADP,C00206,2'-Deoxyadenosine 5'-diphosphate|dADP
dag_cho,MNXM162267,Diglyceride,,
dag_hs,MNXM59,Dag hs,C00165,Diacylglycerol|Diglyceride
dag_hs,MNXM59,Dag hs,C00641,"1,2-Diacyl-sn-glycerol|1,2-Diacylglycerol|L-1,2-Diacylglycerol"
dag_hs_16_0_16_0,MNXM145894,Dag hs 16 0 16 0,,
dag_hs_16_0_18_0,MNXM146143,"Diacylglycerol (homo sapiens, C16:0, C18:0) cytosol",,
dag_hs_16_0_18_1,MNXM145898,"Diacylglycerol (homo sapiens, C16:0, C18:1) cytosol",,
dag_hs_16_0_18_2,MNXM145895,Dag hs 16 0 18 2,,
dag_hs_16_0_20_4,MNXM146134,Dag hs 16 0 20 4,,
dag_hs_18_0_18_0,MNXM146135,Dag hs 18 0 18 0,,
dag_hs_18_0_18_1,MNXM146136,Dag hs 18 0 18 1,,
dag_hs_18_0_18_2,MNXM146137,Dag hs 18 0 18 2,,
dag_hs_18_0_20_4,MNXM146144,"Diacylglycerol (homo sapiens, C18:0, C20:4) cytosol",,
dag_hs_18_1_18_1,MNXM145896,Dag hs 18 1 18 1,,
dag_hs_18_1_18_2,MNXM145897,Dag hs 18 1 18 2,,
dag_hs_18_1_20_4,MNXM146138,Dag hs 18 1 20 4,,
dag_hs_18_2_16_0,MNXM146268,"Diacylglycerol (homo sapiens, C18:2, C16:0)",,
dag_hs_18_2_18_1,MNXM146269,"Diacylglycerol (homo sapiens, C18:2, C18:1)",,
dag_hs_18_2_18_2,MNXM146139,Dag hs 18 2 18 2,,
dag_hs_18_2_20_4,MNXM146140,Dag hs 18 2 20 4,,
dag_hs_20_4_20_4,MNXM146141,Dag hs 20 4 20 4,,
dagpy_SC,MNXM11354,Diacylglycerol pyrophosphate (yeast specific),,
dak2gpe_cho,MNXM165463,1-alkenyl 2-acylglycerol 3-phosphoethanolamine plasmalogen,,
dak2gpe_hs,MNXM13888,Dak2gpe hs,,
damp,MNXM432,DAMP,C00360,2'-Deoxyadenosine 5'-monophosphate|2'-Deoxyadenosine 5'-phosphate|Deoxyadenosine monophosphate|Deoxyadenylic acid|dAMP
dann,MNXM1140,"7,8-Diaminononanoate",C01037,"7,8-Diaminononanoate|7,8-Diaminopelargonic acid|DAPA"
datp,MNXM286,DATP,C00131,2'-Deoxyadenosine 5'-triphosphate|Deoxyadenosine 5'-triphosphate|Deoxyadenosine triphosphate|dATP
db4p,MNXM2323,"3,4-dihydroxy-2-butanone 4-phosphate",C15556,"1-Deoxy-L-glycero-tetrulose 4-phosphate|2-Hydroxy-3-oxobutyl phosphate|L-3,4-Dihydroxybutan-2-one 4-phosphate"
dc2coa,MNXM580,Trans-Dec-2-enoyl-CoA,C05275,(2E)-Decenoyl-CoA|trans-Dec-2-enoyl-CoA
dca,MNXM162295,Decanoate (n-C10:0),,
dcaACP,MNXM90236,Decanoyl-ACP (n-C10:0ACP),,
dcacoa,MNXM162283,Decanoyl-CoA (n-C10:0CoA),,
dcal,MNXM7260,Decanal,C12307,1-Decanal|Decanal
dcamp,MNXM565,"N6-(1,2-Dicarboxyethyl)-AMP",C03794,"Adenylosuccinate|Adenylosuccinic acid|N6-(1,2-Dicarboxyethyl)-AMP|N6-(1,2-Dicarboxyethyl)AMP"
dcaro,MNXM48982,Delta-Carotene,C08586,delta-Carotene
dccoa,MNXM486,Decanoyl CoA,C05274,Decanoyl-CoA
dcdp,MNXM411,DCDP,C00705,2'-Deoxycytidine 5'-diphosphate|2'-Deoxycytidine diphosphate|dCDP
dchac,MNXM57907,Deoxycholate,C04483,"3alpha,12alpha-Dihydroxy-5beta-cholanate|3alpha,12alpha-Dihydroxy-5beta-cholanic acid|Deoxycholate|Deoxycholic acid|Deoxycholic acid (USAN/INN)|Kybella (TN)"
dcholcoa,MNXM834,Dcholcoa,C05337,"3alpha,7alpha-Dihydroxy-5beta-cholanoyl-CoA|Chenodeoxycholoyl-CoA"
dcmp,MNXM266,DCMP,C00239,2'-Deoxycytidine 5'-monophosphate|Deoxycytidine monophosphate|Deoxycytidylate|Deoxycytidylic acid|dCMP
dcsptn1,MNXM11427,Dcsptn1,,
dcsptn1coa,MNXM3265,Dcsptn1coa,,
dcsptn1crn,MNXM8558,Dcsptn1crn,,
dctp,MNXM360,DCTP,C00458,2'-Deoxycytidine 5'-triphosphate|Deoxycytidine 5'-triphosphate|Deoxycytidine triphosphate|dCTP
dcyt,MNXM704,Deoxycytidine,C00881,2'-Deoxycytidine|Deoxycytidine
dd2coa,MNXM642,Trans-Dodec-2-enoyl-CoA,C03221,(2E)-Dodec-2-enoyl-CoA|(2E)-Dodecenoyl-CoA|2-trans-Dodecenoyl-CoA
dd3coa,MNXM14550,Dd3coa,,
ddca,MNXM162258,Dodecanoate (n-C12:0),,
ddcaACP,MNXM89851,Dodecanoyl-ACP (n-C12:0ACP),,
ddcacoa,MNXM363,Dodecanoyl-CoA (n-C12:0CoA),C01832,Dodecanoyl-CoA|Lauroyl coenzyme A|Lauroyl-CoA
ddcal,MNXM11432,Dodecanal,C02278,Dodecanal|Dodecyl aldehyde|Dodecylaldehyde|Lauraldehyde
ddcap,MNXM147470,Dodecanoly-phosphate (n-C12:0),,
ddcoa,MNXM164739,Dodecanoyl CoA n C120CoA,,
ddhrb,MNXM1996,"7,8-didemethyl-8-hydroxy-5-deazariboflavin",C19154,"7,8-Didemethyl-8-hydroxy-5-deazariboflavin"
ddmcital,MNXM7300,Didemethylcitalopram,C16609,Didemethylcitalopram
ddsmsterol,MNXM162832,Ddsmsterol,,
debrisoquine,MNXM48845,Debrisoquine,C13650,Debrisoquin|Debrisoquine
decd_tb,MNXM90505,"(E,E,E,E,E,E,E,Z,Z) decaprenyl phosphate",,
decda_tb,MNXM97075,Decaprenylphosphoryl-beta-D-arabinofuranose,C20370,"trans,octacis-Decaprenylphospho-beta-D-arabinofuranose"
decdman1p_tb,MNXM5384,"(E,E,E,E,E,E,E,Z,Z) decaprenyl mannose phosphate",,
decdp,MNXM1721,All trans Decaprenyl diphosphate,C17432,all-trans-Decaprenyl diphosphate
decdp_tb,MNXM91129,"(E,E,E,E,E,E,E,Z,Z) Decaprenyl diphosphate",,
decdpa_tb,MNXM92248,Decaprenylphosphoryl-beta-D-5-phosphoarabinofuranose,,
decdpr_tb,MNXM11307,Decaprenylphosphoryl-beta-D-5-phosphoribose,C20352,"trans,octacis-Decaprenylphospho-beta-D-ribofuranose 5-phosphate"
decdr_tb,MNXM92250,Decaprenylphosphoryl-beta-D-5-ribose,,
dedol,MNXM164727,Dehydrodolichol,,
dedol_U,MNXM11319,Dedol U,,
dedol__L,MNXM148199,Dedol L,,
dedoldp,MNXM48918,Dehydrodolichol diphosphate,C05859,"Dehydrodolichol diphosphate|Dehydrodolichyl diphosphate|ditrans,polycis-Polyprenyl diphosphate"
dedoldp_U,MNXM11315,Dedoldp U,,
dedoldp__L,MNXM148197,Dedoldp L,,
dedolp,MNXM164728,Dehydrodolichol phosphate,,
dedolp_U,MNXM11317,Dedolp U,,
dedolp__L,MNXM148198,Dedolp L,,
degly,MNXM12330,"N,N-Diethylglycine",C16647,"N,N-Diethylglycine"
dem2emgacpail_prot_cho,MNXM164725,"Deacylated-(phosphoethanolaminyl-dimannosyl),(phosphoethanolaminyl)-mannosyl-glucosaminyl-acylphosphatidylinositol",,
dem2emgacpail_prot_hs,MNXM17161,Dem2emgacpail prot hs,,
dextrin,MNXM49265,Dextrin,,
dgal6p,MNXM1735,D-Galactose 6-phosphate,C01113,6-Phospho-D-galactose|D-Galactose 6-phosphate
dgchol,MNXM8391,Dgchol,,
dgcholcoa,MNXM10921,Dgcholcoa,,
dgdcg_SA,MNXM50699,Diglucosyl-diacylglycerol (SA),,
dgdcg_SA2,MNXM92278,Diglucosyl-diacylglycerol (SA) 2,,
dgdg160,MNXM147088,Digalactosyl-diacylglycerol(n-C16),,
dgdg161,MNXM147087,Digalactosyl-diacylglycerol(n-C16 1),,
dgdg180,MNXM147089,Digalactosyl-diacylglycerol(n-C18 0),,
dgdg181,MNXM147090,Digalactosyl-diacylglycerol(n-C18 1),,
dgdg1819Z160,MNXM146272,"Digalactosyldiacylglycerol (1-(9Z)-octadecenoyl,2-hexadecanoyl, 18:1(9Z)/16:0)",,
dgdg1819Z1617Z,MNXM146271,"Digalactosyldiacylglycerol (1-(9Z)-octadecenoyl,2-(7Z)-hexadecenoyl, 18:1(9Z)/16:1(7Z))",,
dgdg1819Z1619Z,MNXM146384,"Digalactosyldiacylglycerol (1-(9Z)-octadecenoyl,2-(9Z)-hexadecenoyl, 18:1(9Z)/16:1(9Z))",,
dgdg1819Z1627Z10Z,MNXM146145,"Digalactosyldiacylglycerol (1-(9Z)-octadecenoyl,2-(7Z,10Z)-hexadecadienoyl, 18:1(9Z)/16:2(7Z,10Z))",,
dgdg1819Z1634Z7Z10Z,MNXM146556,"Digalactosyldiacylglycerol (1-(9Z)-octadecenoyl,2-(4Z,7Z,10Z)-hexadecatrienoyl, 18:1(9Z)/16:3(4Z,7Z,10Z))",,
dgdg1819Z1637Z10Z13Z,MNXM146383,"Digalactosyldiacylglycerol (1-(9Z)-octadecenoyl,2-(7Z,10Z,13Z)-hexadecatrienoyl, 18:1(9Z)/16:3(7Z,10Z,13Z))",,
dgdg181_9,MNXM147091,Digalactosyl-diacylglycerol(n-C18 1),,
dgdg1829Z12Z160,MNXM146276,"Digalactosyldiacylglycerol (1-(9Z,12Z)-octadecadienoyl,2-hexadecanoyl, 18:2(9Z,12Z)/16:0)",,
dgdg1829Z12Z1617Z,MNXM146274,"Digalactosyldiacylglycerol (1-(9Z,12Z)-octadecadienoyl,2-(7Z)-hexadecenoyl, 18:2(9Z,12Z)/16:1(7Z))",,
dgdg1829Z12Z1619Z,MNXM146557,"Digalactosyldiacylglycerol (1-(9Z,12Z)-octadecadienoyl,2-(9Z)-hexadecenoyl, 18:2(9Z,12Z)/16:1(9Z))",,
dgdg1829Z12Z1627Z10Z,MNXM145899,"Digalactosyldiacylglycerol (1-(9Z,12Z)-octadecadienoyl,2-(7Z,10Z)-hexadecadienoyl, 18:2(9Z,12Z)/16:2(7Z,10Z))",,
dgdg1829Z12Z1634Z7Z10Z,MNXM146273,"Digalactosyldiacylglycerol (1-(9Z,12Z)-octadecadienoyl,2-(4Z,7Z,10Z)-hexadecatrienoyl, 18:2(9Z,12Z)/16:3(4Z,7Z,10Z))",,
dgdg1829Z12Z1637Z10Z13Z,MNXM146275,"Digalactosyldiacylglycerol (1-(9Z,12Z)-octadecadienoyl,2-(7Z,10Z,13Z)-hexadecatrienoyl, 18:2(9Z,12Z)/16:3(7Z,10Z,13Z))",,
dgdg182_9_12,MNXM147092,Digalactosyl-diacylglycerol(n-C18 2),,
dgdg1839Z12Z15Z160,MNXM146558,"Digalactosyldiacylglycerol (1-(9Z,12Z,15Z)-octadecatrienoyl,2-hexadecanoyl, 18:3(9Z,12Z,15Z)/16:0)",,
dgdg1839Z12Z15Z1627Z10Z,MNXM146278,"Digalactosyldiacylglycerol (1-(9Z,12Z,15Z)-octadecatrienoyl,2-(7Z,10Z)-hexadecadienoyl, 18:3(9Z,12Z,15Z)/16:2(7Z,10Z))",,
dgdg1839Z12Z15Z1634Z7Z10Z,MNXM146277,"Digalactosyldiacylglycerol (1-(9Z,12Z,15Z)-octadecatrienoyl,2-(4Z,7Z,10Z)-hexadecatrienoyl, 18:3(9Z,12Z,15Z)/16:3(4Z,7Z,10Z))",,
dgdg1839Z12Z15Z1637Z10Z13Z,MNXM146279,"Digalactosyldiacylglycerol (1-(9Z,12Z,15Z)-octadecatrienoyl,2-(7Z,10Z,13Z)-hexadecatrienoyl, 18:3(9Z,12Z,15Z)/16:3(7Z,10Z,13Z))",,
dgdg1839Z12Z15Z1644Z7Z10Z13Z,MNXM146385,"Digalactosyldiacylglycerol (1-(9Z,12Z,15Z)-octadecatrienoyl,2-(4Z,7Z,10Z,13Z)-hexadecatetraenoyl, 18:3(9Z,12Z,15Z)/16:4(4Z,7Z,10Z,13Z))",,
dgdg183_6_9_12,MNXM147093,Digalactosyl-diacylglycerol(n-C18 3),,
dgdg183_9_12_15,MNXM147094,Digalactosyl-diacylglycerol(n-C18 3),,
dgdg184_6_9_12_15,MNXM147095,Digalactosyl-diacylglycerol(n-C18 4),,
dgdp,MNXM436,DGDP,C00361,2'-Deoxyguanosine 5'-diphosphate|dGDP
dgggp,MNXM90594,Digeranylgeranylglyceryl phosphate,,
dgggps,MNXM91060,"2,3-di-O-geranylgeranyl-sn-glyceroserine",,
dggpg,MNXM91856,"2,3-di-O-geranyl-sn-glycerol-1-phospho-3'-sn-glycerol",,
dggpgp,MNXM6671,"2,3-di-O-geranyl-sn-glycerol-1-phospho-3'-sn-glycerol phosphate",,
dggpi,MNXM6669,"2,3-di-O-geranyl-sn-glycero-1-phospho-myo-inositol",,
dghs16018111Z,MNXM148217,Diacylglycerolhomoserine (16:0/18:1(11Z)),,
dghs1601819Z,MNXM148218,Diacylglycerolhomoserine (16:0/18:1(9Z)),,
dghs18111Z18111Z,MNXM148219,Diacylglycerolhomoserine (18:1(11Z)/18:1(11Z)),,
dghs18111Z1819Z,MNXM148220,Diacylglycerolhomoserine (18:1(11Z)/18:1(9Z)),,
dghs1819Z18111Z,MNXM148221,Diacylglycerolhomoserine (18:1(9Z)/18:1(11Z)),,
dghs1819Z1819Z,MNXM148222,Diacylglycerolhomoserine (18:1(9Z)/18:1(9Z)),,
dgmp,MNXM546,DGMP,C00362,2'-Deoxyguanosine 5'-monophosphate|2'-Deoxyguanosine 5'-phosphate|Deoxyguanosine monophosphate|Deoxyguanylic acid|dGMP
dgpi_prot_cho,MNXM164726,Deacylated-glycophosphatidylinositol (GPI)-anchored protein,,
dgpi_prot_hs,MNXM17162,Dgpi prot hs,,
dgslnt,MNXM7767,Selenodiglutathione,C18870,GSSeSG|Selenodiglutathione
dgsn,MNXM647,Deoxyguanosine,C00330,2'-Deoxyguanosine|Deoxyguanosine
dgtp,MNXM344,DGTP,C00286,2'-Deoxyguanosine 5'-triphosphate|Deoxyguanosine 5'-triphosphate|Deoxyguanosine triphosphate|dGTP
dgts16018111Z,MNXM147080,"Diacylglyceryl-N,N,N-trimethylhomoserine (16:0/18:1(11Z))",,
dgts1601819Z,MNXM146545,"Diacylglyceryl-N,N,N-trimethylhomoserine (16:0/18:1(9Z))",,
dgts1601829Z12Z,MNXM146546,"Diacylglyceryl-N,N,N-trimethylhomoserine (16:0/18:2(9Z,12Z))",,
dgts1601835Z9Z12Z,MNXM146547,"Diacylglyceryl-N,N,N-trimethylhomoserine (16:0/18:3(5Z,9Z,12Z))",,
dgts1601845Z9Z12Z15Z,MNXM147081,"Diacylglyceryl-N,N,N-trimethylhomoserine (16:0/18:4(5Z,9Z,12Z,15Z))",,
dgts18111Z18111Z,MNXM147082,"Diacylglyceryl-N,N,N-trimethylhomoserine (18:1(11Z)/18:1(11Z))",,
dgts18111Z1819Z,MNXM146548,"Diacylglyceryl-N,N,N-trimethylhomoserine (18:1(11Z)/18:1(9Z))",,
dgts18111Z1829Z12Z,MNXM146549,"Diacylglyceryl-N,N,N-trimethylhomoserine (18:1(11Z)/18:2(9Z,12Z))",,
dgts18111Z1835Z9Z12Z,MNXM146550,"Diacylglyceryl-N,N,N-trimethylhomoserine (18:1(11Z)/18:3(5Z,9Z,12Z))",,
dgts18111Z1845Z9Z12Z15Z,MNXM147083,"Diacylglyceryl-N,N,N-trimethylhomoserine (18:1(11Z)/18:4(5Z,9Z,12Z,15Z))",,
dgts1819Z18111Z,MNXM146551,"Diacylglyceryl-N,N,N-trimethylhomoserine (18:1(9Z)/18:1(11Z))",,
dgts1819Z1819Z,MNXM146377,"Diacylglyceryl-N,N,N-trimethylhomoserine (18:1(9Z)/18:1(9Z))",,
dgts1819Z1829Z12Z,MNXM146378,"Diacylglyceryl-N,N,N-trimethylhomoserine (18:1(9Z)/18:2(9Z,12Z))",,
dgts1819Z1835Z9Z12Z,MNXM146379,"Diacylglyceryl-N,N,N-trimethylhomoserine (18:1(9Z)/18:3(5Z,9Z,12Z))",,
dgts1819Z1845Z9Z12Z15Z,MNXM146552,"Diacylglyceryl-N,N,N-trimethylhomoserine (18:1(9Z)/18:4(5Z,9Z,12Z,15Z))",,
dgts1829Z12Z18111Z,MNXM146553,"Diacylglyceryl-N,N,N-trimethylhomoserine (18:2(9Z,12Z)/18:1(11Z))",,
dgts1829Z12Z1819Z,MNXM146380,"Diacylglyceryl-N,N,N-trimethylhomoserine (18:2(9Z,12Z)/18:1(9Z))",,
dgts1829Z12Z1829Z12Z,MNXM146381,"Diacylglyceryl-N,N,N-trimethylhomoserine (18:2(9Z,12Z)/18:2(9Z,12Z))",,
dgts1829Z12Z1835Z9Z12Z,MNXM146270,"Diacylglyceryl-N,N,N-trimethylhomoserine (18:2(9Z,12Z)/18:3(5Z,9Z,12Z))",,
dgts1829Z12Z1845Z9Z12Z15Z,MNXM146382,"Diacylglyceryl-N,N,N-trimethylhomoserine (18:2(9Z,12Z)/18:4(5Z,9Z,12Z,15Z))",,
dgts1839Z12Z15Z18111Z,MNXM147084,"Diacylglyceryl-N,N,N-trimethylhomoserine (18:3(9Z,12Z,15Z)/18:1(11Z))",,
dgts1839Z12Z15Z1819Z,MNXM147085,"Diacylglyceryl-N,N,N-trimethylhomoserine (18:3(9Z,12Z,15Z)/18:1(9Z))",,
dgts1839Z12Z15Z1835Z9Z12Z,MNXM146554,"Diacylglyceryl-N,N,N-trimethylhomoserine (18:3(9Z,12Z,15Z)/18:3(5Z,9Z,12Z))",,
dgts1839Z12Z15Z1845Z9Z12Z15Z,MNXM146555,"Diacylglyceryl-N,N,N-trimethylhomoserine (18:3(9Z,12Z,15Z)/18:4(5Z,9Z,12Z,15Z))",,
dh3mchc,MNXM91813,"1,2-Dihydroxy-3-methylcyclohexa-3,5-dienecarboxylate",C06720,"1,2-Dihydroxy-3-methylcyclohexa-3,5-dienecarboxylate|1,6-Dihydroxy-5-methylcyclohexa-2,4-dienecarboxylate"
dh4mchc,MNXM3734,"Cis-1,2-Dihydroxy-4-methylcyclohexa-3,5-diene-1-carboxylate",C06729,"4-Methylcyclohexa-3,5-diene-1,2-cis-diol-1-carboxylic acid|cis-1,2-Dihydroxy-4-methylcyclohexa-3,5-diene-1-carboxylate"
dha,MNXM460,Dihydroxyacetone,C00184,"1,3-Dihydroxy-2-propanone|1,3-Dihydroxyacetone|1,3-Dihydroxypropan-2-one|Chromelin (TN)|Dihydroxyacetone|Dihydroxyacetone (USP)|Glycerone"
dhadr,MNXM6963,"7,8-dihydropterin-6-ylmethyl-1-(4-aminophenyl)-1-deoxy-D-ribitol",,
dhadrdpr,MNXM6960,"7,8-dihydropterin-6-ylmethyl-1-(4-aminophenyl)-1-deoxy-5-[1-A-D-ribofuranosyl 5'-diphosphate]-D-ribitol",,
dhadrp,MNXM6964,"7,8-dihydropterin-6-ylmethyl-1-(4-aminophenyl)-1-deoxy-D-ribitol 5'-phosphate",,
dhadrpr,MNXM6961,"7,8-dihydropterin-6-ylmethyl-1-(4-aminophenyl)-1-deoxy-5-[1-A-D-ribofuranosyl 5'-phosphate]-D-ribitol",,
dhadrtpr,MNXM6962,"7,8-dihydropterin-6-ylmethyl-1-(4-aminophenyl)-1-deoxy-5-[1-A-D-ribofuranosyl 5'-triphosphate]-D-ribitol",,
dhap,MNXM77,Dihydroxyacetone phosphate,C00111,3-Hydroxy-2-oxopropyl phosphate|Dihydroxyacetone phosphate|Glycerone phosphate
dhbpt,MNXM162257,"6,7-Dihydrobiopterin",,
dhcholestanate,MNXM162671,Dhcholestanate,,
dhcholestancoa,MNXM90923,Dhcholestancoa,,
dhcholoylcoa,MNXM163354,Dhcholoylcoa,,
dhcinnm,MNXM1130,"2,3-dihydroxicinnamic acid",C12623,"(2E)-3-(2,3-Dihydroxyphenyl)prop-2-enoate|trans-2,3-Dihydroxycinnamate"
dhcrm_cho,MNXM616,Dihydroceramide,C12126,Dihydroceramide|N-Acylsphinganine
dhcrm_hs,MNXM8543,Dhcrm hs,,
dhdascb,MNXM250,Dhdascb,,
dhea,MNXM375,Dhea,,
dheas,MNXM991,Dheas,C04555,3beta-Hydroxyandrost-5-en-17-one 3-sulfate|DHEA sulfate|Dehydroepiandrosterone sulfate
dhf,MNXM281,"7,8-Dihydrofolate",C00415,"7,8-Dihydrofolate|7,8-Dihydrofolic acid|7,8-Dihydropteroylglutamate|Dihydrofolate|Dihydrofolic acid"
dhgly,MNXM1984,Dehydroglycine,C15809,2-Iminoacetate|Iminoacetic acid|Iminoglycine
dhlam,MNXM1277,Dihydrolipoamide,C00579,Dihydrolipoamide|Dihydrothioctamide
dhlplarg,MNXM147469,Dihydrolipoyl carrier protein LarG,,
dhlpro,MNXM1663,Dihydrolipolprotein,C02972,Dihydrolipoylprotein|[H Protein]-dihydrolipoyllysine
dhmpt,MNXM148224,Dihydromonapterin,,
dhmptp,MNXM93349,Dihydromonapterin-triphosphate,,
dhmtp,MNXM494,"1,2-Dihydroxy-5-(methylthio)pent-1-en-3-one",C15606,"1,2-Dihydroxy-5-(methylthio)pent-1-en-3-one"
dhna,MNXM552,"1,4-Dihydroxy-2-naphthoate",C03657,"1,4-Dihydroxy-2-naphthoate|1,4-Dihydroxy-2-naphthoic acid"
dhnpt,MNXM162359,Dihydroneopterin,C04874,"2-Amino-4-hydroxy-6-(D-erythro-1,2,3-trihydroxypropyl)-7,8-dihydropteridine|7,8-Dihydroneopterin|Dihydroneopterin"
dhnpthld,MNXM114239,"1,2-Dihydronaphthalene-1,2-diol",C06205,"1,2-Dihydronaphthalene-1,2-diol"
dhocholoylcoa,MNXM91978,Dhocholoylcoa,,
dhor__S,MNXM252,(S)-Dihydroorotate,C00337,"(S)-4,5-Dihydroorotate|(S)-Dihydroorotate|Dihydro-L-orotic acid|L-Dihydroorotate|L-Dihydroorotic acid"
dhp23cp,MNXM114350,"7,8-dihydronepterin 2' :3'-cyclicphosphate",,
dhpmp,MNXM1645,Dihydroneopterin monophosphate,C05925,"2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine phosphate|7,8-Dihydroneopterin 3'-phosphate|Dihydroneopterin phosphate"
dhpppn,MNXM826,"3-(2,3-Dihydroxyphenyl)propanoate",C04044,"2,3-Dihydroxyphenylpropanoate|3-(2,3-Dihydroxyphenyl)propanoate"
dhpt,MNXM965,Dihydropteroate,C00921,"7,8-Dihydropteroate|Dihydropteroate"
dhptd,MNXM2449,"4,5-dihydroxy-2,3-pentanedione",C11838,"(4S)-4,5-Dihydroxy-2,3-pentanedione|(S)-4,5-Dihydroxypentane-2,3-dione"
dhptdn,MNXM2952,"6,7-Dihydropteridine",C05649,"6,7-Dihydropteridine|Dihydropteridine"
dhpyr,MNXM888,"2,5-Dihydroxypyridine",C01059,"2,5-Dihydroxypyridine"
dhretinol,MNXM4441,"All-trans-13,14-Dihydroretinol",C15492,"13,14-Dihydroretinol|all-trans-13,14-Dihydroretinol"
dhrfap,MNXM91113,"7,8-dihydropterin-6-ylmethyl-4-(B-D-ribofuranosyl) aminobenzene 5'-phosphate",,
dhxfut,MNXM3255,De-hypoxanthine futalosine,C17010,Dehypoxanthine futalosine
diact,MNXM1467,Diacetyl,C00741,"2,3-Butanedione|Biacetyl|Diacetyl|Dimethylglyoxal"
diala__L,MNXM163415,Ala Ala,,
diasprm,MNXM168616,N1 N12 Diacetylspermine,,
didp,MNXM2174,DIDP,C01344,2'-Deoxyinosine 5'-diphosphate|2'-Deoxyinosine-5'-diphosphate|dIDP
digalsgalside_cho,MNXM5718,Digalactosylceramidesulfate,C06127,Digalactosylceramide sulfate
digalsgalside_hs,MNXM91564,Digalsgalside hs,,
digalside_cho,MNXM1921,Digalactosylceramide,C06126,Digalactosylceramide|Ga2-Cer|Gal-alpha1->4Gal-beta1->1'Cer
digalside_hs,MNXM90975,Digalside hs,,
diglyceride_prolpp,MNXM147466,Diglyceride Braun prolipoprotein,,
dimp,MNXM1922,DIMP,C06196,2'-Deoxyinosine 5'-phosphate|dIMP
din,MNXM935,Deoxyinosine,C05512,Deoxyinosine
dip_d_d,MNXM148216,"Di-myo-inositol 1,1' phosphate",,
ditp,MNXM1325,DITP,C01345,2'-Deoxyinosine 5'-triphosphate|2'-Deoxyinosine-5'-triphosphate|dITP
djenk,MNXM11409,Djenkolate,C08275,Djenkolic acid|L-Djenkolic acid
dkdi,MNXM114119,"D-2,3-Diketo 4-deoxy-epi-inositol",C04287,"(3R,4S,5R)-3,4,5-Trihydroxy-1,2-cyclohexanedione|3,5/4-Trihydroxycyclohexa-1,2-dione|3D-3,5/4-Trihydroxycyclohexane-1,2-dione|D-2,3-Diketo-4-deoxy-epi-inositol"
dkdi,MNXM114119,"D-2,3-Diketo 4-deoxy-epi-inositol",C06891,"D-2,3-Diketo 4-deoxy-epi-inositol|DKDI"
dkdofp,MNXM6863,"4,5-diketo-6-deoxyfructose 1-phosphate",,
dkfp,MNXM1974,6-deoxy-5-ketofructose 1-phosphate,C16848,"1-Deoxy-D-threo-hexo-2,5-diulose 6-phosphate|6-Deoxy-5-ketofructose 1-phosphate"
dkmp,MNXM6948,6-deoxy-5-ketomannitol 1-phosphate,,
dkmpp,MNXM162358,"2,3-diketo-5-methylthio-1-phosphopentane",C15650,"2,3-Diketo-5-methylthiopentyl-1-phosphate|5-(Methylthio)-2,3-dioxopentyl phosphate"
dlnlcg,MNXM147467,Dlnlcg,,
dlnlcgcoa,MNXM5128,Dlnlcgcoa,,
dlnlcgcrn,MNXM8541,Dlnlcgcrn,,
dma,MNXM796,Dimethylamine,C00543,(CH3)2NH|Dimethylamine
dmantipyrine,MNXM11331,Dmantipyrine,,
dmarach,MNXM7282,Di-methyl arachic acid,,
dmarg,MNXM155429,Dimethylarginine,,
dmbhn,MNXM6237,Di-methyl behenic acid,,
dmbzid,MNXM1531,"5,6-Dimethylbenzimidazole",,
dmcital,MNXM5122,Demethylcitalopram,C16608,Demethylcitalopram
dmgly,MNXM464,"N,N-Dimethylglycine",C01026,"Dimethylglycine|N,N-Dimethylglycine"
dmh2mpt,MNXM7299,"Didemethylated 7,8-dihydromethanopterin",,
dmhptcoa,MNXM8044,Dmhptcoa,,
dmhptcrn,MNXM6683,Dmhptcrn,,
